QuestionCode,StudentAns1,ManualScore
CPT006,"Strong typing and weak typing refer to how strictly a programming language enforces type rules. Weak typing checks the types of variables at runtime, allowing for more flexibility but potentially leading to more bugs. On the other hand, strong typing checks the types of variables at compile time, which can help reduce bugs but can make the code more rigid and harder to modify. While strong typing might seem restrictive, it does not mean that it is not beneficial for reducing bugs. However, the decision ultimately depends on your project requirements. If flexibility is a priority and the project can tolerate potential runtime errors, weak typing might be suitable. Conversely, for projects where minimizing bugs is critical, strong typing would be the recommended approach.","5/5 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>"""
CPT006,"Strong typing and weak typing are concepts related to how strictly a programming language enforces type rules. Weak typing checks variable types at runtime, while strong typing checks variable types at compile time. Strong typing is generally recommended because it reduces bugs, but it can also make the code more rigid and harder to modify. The choice between strong and weak typing depends on your project requirements and priorities.","5/5 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>"""
CPT007,"Using catch (exception) is considered a bad idea because it cannot be used when exception types are not known. If no specific variables are defined, the exception can be hard to read. Additionally, it can lead to unexpected behavior if the code is modified later and new exceptions are introduced, as they may also be caught by the catch (exception) block and handled inappropriately.","6/6 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"I think using catch (exception) is not a good idea because it cannot be used when the types of exceptions are unknown. Additionally, it makes it difficult to read the exception if no specific variables are defined. This approach can also lead to unexpected behavior, especially if the code is modified later and new exceptions are introduced. These new exceptions might be caught by the general catch (exception) block and handled incorrectly.","6/6 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"Using catch (exception) is a bad idea for several reasons. It cannot be used effectively when exception types are not known. Moreover, if there are no variables defined, the exception becomes hard to read. This practice can also lead to unexpected behavior. When the code is modified later and new exceptions are introduced, they may be caught by the catch (exception) block and handled inappropriately.","6/6 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"Using catch (exception) is not recommended because it cannot be used when the types of exceptions are not known. This makes the exception hard to read if no specific variables are defined. Additionally, it can lead to unexpected behavior if the code is modified later and new exceptions are introduced. These new exceptions might be caught by the catch (exception) block and handled incorrectly.","6/6 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"Using catch (exception) is generally discouraged because it cannot be used when exception types are not known. Additionally, if there are no variables defined, the exception is hard to read. This approach can lead to unexpected behavior if the code is modified later and new exceptions are introduced, as they may be caught by the catch (exception) block and handled inappropriately.","6/6 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"Using catch (exception) is generally a bad idea for several reasons. First, it cannot be used effectively when exception types are not known, making it difficult to handle specific error cases appropriately. This approach might lead to unexpected behavior, especially if the code is modified later and new exceptions are introduced; these new exceptions may also be caught by the generic catch (exception) block and handled inappropriately. Additionally, because no specific variables are defined, the exception is hard to read and debug. Thus, while it may seem convenient to use a general catch-all for exceptions, it does not necessarily mean that it will not lead to significant issues down the line.","5/6 points
""<Point1:True>,<Point2:False>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:True>"""
CPT007,"Using catch (exception) is bad because it catches all exceptions, making it difficult to determine what actually went wrong. It can mask specific issues that need individual handling and can lead to unexpected behavior if new types of exceptions are introduced later. This approach makes the code less readable and harder to debug. Therefore, it is generally better to catch specific exceptions to ensure that the appropriate actions are taken for different error conditions.","2/6 points
""<Point1:False>,<Point2:False>,<Point3:True>,<Point4:False>,<Point5:True>,<Point6:False>"""
CPT008,"Over-the-air software updates for cars will significantly impact our development process and costs. First, supporting the software for 25 years means we need long-term support mechanisms. Our development team must be prepared to maintain and update the software for an extended period. Additionally, network-connected cars are vulnerable to cyber-attacks, so we need to invest heavily in security measures to protect the software and passenger safety. Continuous updates require rigorous testing for every release, which will increase development costs. As the number of connected cars grows, our software must scale without compromising performance. While over-the-air updates are more cost-effective than service visits, maintaining the software for 25 years will increase overall costs.","13/15 points
""<Point1:True>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:True>,<Point8:True>,<Point9:True>,<Point10:True>,<Point11:True>,<Point12:True>,<Point13:False>,<Point14:True>,<Point15:True>"""
CPT008,"Providing over-the-air updates for car software will affect our development process and costs in several ways. We need to support the software for 25 years, which requires long-term support mechanisms. Our team must be prepared to maintain and update the software. Security is a major concern, as network-connected cars are prone to cyber-attacks. We must invest in security measures to protect the software. Each update will require rigorous testing, increasing development costs. Additionally, the software must scale as the number of connected cars grows. While over-the-air updates are cost-effective, maintaining the software for 25 years will increase overall costs.","8/15 points
""<Point1:False>,<Point2:True>,<Point3:False>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:False>,<Point8:True>,<Point9:False>,<Point10:True>,<Point11:True>,<Point12:False>,<Point13:False>,<Point14:True>,<Point15:True>"""
CPT008,"The over-the-air software update strategy for cars has several implications for our development process and costs. We need to provide long-term support for 25 years, which means our development team must be ready to maintain and update the software over this period. Network-connected cars are vulnerable to cyber-attacks, so we need to invest in robust security measures. Continuous updates require rigorous testing to ensure software quality, which will increase development costs. Our software must also scale as more cars become connected. Although over-the-air updates are more cost-effective than service visits, maintaining the software for 25 years will result in higher overall costs.","10/15 points
""<Point1:False>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:True>,<Point8:True>,<Point9:False>,<Point10:True>,<Point11:True>,<Point12:False>,<Point13:False>,<Point14:True>,<Point15:True>"""
CPT008,"Over-the-air software updates will have several effects on our development process and costs. Supporting the software for 25 years requires long-term support mechanisms. Our development team must maintain and update the software over this period. Cybersecurity is crucial as network-connected cars are vulnerable to attacks. We need to invest in security measures. Continuous updates need rigorous testing, increasing development costs. The software must scale as the number of connected cars grows. Over-the-air updates are cost-effective compared to service visits, but maintaining the software for 25 years will increase overall costs.","10/15 points
""<Point1:False>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:True>,<Point8:True>,<Point9:False>,<Point10:True>,<Point11:True>,<Point12:False>,<Point13:False>,<Point14:True>,<Point15:True>"""
CPT008,"The over-the-air software update strategy for cars will impact our development process and costs. Providing long-term support for 25 years requires our development team to maintain and update the software. Network-connected cars are prone to cyber-attacks, so we need to invest in security measures. Each update requires rigorous testing to ensure quality, increasing development costs. As more cars become connected, the software must scale effectively. Over-the-air updates are cost-effective, but maintaining the software for 25 years will increase overall costs.","11/15 points
""<Point1:False>,<Point2:True>,<Point3:True>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:False>,<Point8:True>,<Point9:True>,<Point10:True>,<Point11:True>,<Point12:False>,<Point13:True>,<Point14:True>,<Point15:True>"""
CPT008,"The decision to provide over-the-air software updates for cars will impact our development process and costs in multiple ways. While it is true that long-term support mechanisms are required for a 25-year maintenance period, it does not necessarily mean that the initial development costs will not remain high throughout. Investing in robust security measures is essential to protect against cyber-attacks; however, this upfront cost can lead to long-term savings by preventing costly security breaches. Rigorous testing for each update will indeed increase costs, but it ensures software reliability and safety, potentially reducing expensive recalls or fixes later on. Therefore, although the development costs may seem higher initially, the long-term benefits, such as improved security and reduced service visits, could ultimately offset these expenses.","5/15 points
""<Point1:False>,<Point2:True>,<Point3:False>,<Point4:True>,<Point5:True>,<Point6:False>,<Point7:False>,<Point8:True>,<Point9:True>,<Point10:False>,<Point11:False>,<Point12:False>,<Point13:False>,<Point14:False>,<Point15:False>"""
CPT008,"Over-the-air updates for car software are significant. We need to do stuff for long-term support and ensure security measures. Testing updates is important. The software should work well as more cars get connected. Costs might be high, but it could be worth it.","3/15 points
""<Point1:False>,<Point2:True>,<Point3:False>,<Point4:False>,<Point5:True>,<Point6:False>,<Point7:False>,<Point8:True>,<Point9:False>,<Point10:False>,<Point11:True>,<Point12:False>,<Point13:False>,<Point14:False>,<Point15:False>"""
